graduate_id,gender,jurisdiction,course,course_type,cohort
1389,Male,CABA,FullStack Java,4.0,2021-1
1390,Female,CABA,Big Data,4.0,2021-1
1391,Female,Buenos Aires Province,Big Data,4.0,2022-1
1392,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2021-2
1393,Female,Buenos Aires Province,UX/UI Design,Advanced,2021-2
1394,Female,Other Provinces,FullStack Python,4.0,2022-1
1395,Male,Buenos Aires Province,FullStack Java,Initial Programming,2020-2
1396,Male,Buenos Aires Province,FullStack Python,Advanced,2020-2
1397,Female,Other Provinces,Big Data,4.0,2020-2
1398,Female,CABA,UX/UI Design,4.0,2020-2
1399,Female,Other Provinces,Testing QA,Advanced,2021-1
1400,Female,Buenos Aires Province,Big Data,4.0,2022-1
1401,Female,Other Provinces,Big Data,4.0,2021-1
1402,Male,Buenos Aires Province,FullStack Java,Initial Programming,2022-1
1403,Male,CABA,Big Data,4.0,2021-1
1404,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1405,Female,CABA,FullStack Java,4.0,2022-1
1406,Other,Buenos Aires Province,Big Data,Initial Programming,2021-1
1407,Male,CABA,Big Data,Initial Programming,2021-1
1408,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1409,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1410,Female,CABA,FullStack Python,Advanced,2021-1
1411,Female,Buenos Aires Province,Big Data,4.0,2021-2
1412,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
1413,Female,Other Provinces,UX/UI Design,4.0,2021-2
1414,Female,Buenos Aires Province,FullStack Python,4.0,2021-2
1415,Other,CABA,Testing QA,4.0,2021-2
1416,Female,CABA,FullStack Python,Initial Programming,2022-1
1417,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1418,Male,Buenos Aires Province,FullStack PHP,4.0,2022-1
1419,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
1420,Female,Other Provinces,FullStack PHP,Initial Programming,2021-2
1421,Male,CABA,Testing QA,4.0,2021-2
1422,Female,CABA,Testing QA,4.0,2021-2
1423,Female,CABA,UX/UI Design,4.0,2020-2
1424,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1425,Female,CABA,Big Data,Initial Programming,2021-2
1426,Female,Buenos Aires Province,FullStack Java,Advanced,2021-1
1427,Male,Buenos Aires Province,FullStack PHP,Advanced,2021-1
1428,Male,CABA,FullStack Java,4.0,2020-2
1429,Male,Buenos Aires Province,FullStack Python,Initial Programming,2022-1
1430,Female,CABA,UX/UI Design,Advanced,2020-2
1431,Male,Buenos Aires Province,FullStack Java,Initial Programming,2022-1
1432,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1433,Male,CABA,Big Data,4.0,2021-2
1434,Female,Buenos Aires Province,FullStack PHP,4.0,2020-2
1435,Male,CABA,Testing QA,4.0,2022-1
1436,Female,Buenos Aires Province,FullStack PHP,4.0,2020-2
1437,Female,CABA,FullStack JavaScript / Node.js,4.0,2020-2
1438,Male,Buenos Aires Province,FullStack Java,Advanced,2021-2
1439,Female,CABA,Big Data,4.0,2021-2
1440,Male,CABA,FullStack Java,Initial Programming,2022-1
1441,Male,Buenos Aires Province,Big Data,4.0,2021-2
1442,Male,CABA,UX/UI Design,4.0,2020-2
1443,Male,CABA,FullStack Java,4.0,2022-1
1444,Female,CABA,FullStack Python,Advanced,2021-2
1445,Male,Buenos Aires Province,Big Data,4.0,2020-2
1446,Female,Buenos Aires Province,Big Data,4.0,2020-2
1447,Male,CABA,FullStack Java,4.0,2022-1
1448,Female,CABA,UX/UI Design,Advanced,2022-1
1449,Female,CABA,UX/UI Design,4.0,2022-1
1450,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1451,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
1452,Male,Buenos Aires Province,Big Data,Initial Programming,2021-2
1453,Male,Buenos Aires Province,FullStack Java,4.0,2021-1
1454,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
1455,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1456,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1457,Male,CABA,Testing QA,4.0,2021-2
1458,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-1
1459,Male,CABA,UX/UI Design,Initial Programming,2021-1
1460,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1461,Male,CABA,FullStack Java,4.0,2022-1
1462,Female,CABA,Testing QA,4.0,2020-2
1463,Female,Other Provinces,FullStack Python,4.0,2020-2
1464,Female,Other Provinces,UX/UI Design,Advanced,2021-2
1465,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1466,Female,Other Provinces,Big Data,4.0,2021-2
1467,Female,CABA,FullStack PHP,Initial Programming,2022-1
1468,Male,CABA,FullStack Java,4.0,2021-2
1469,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
1470,Female,CABA,UX/UI Design,Advanced,2021-2
1471,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1472,Male,Buenos Aires Province,Big Data,4.0,2021-1
1473,Female,Other Provinces,FullStack PHP,4.0,2021-2
1474,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1475,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2022-1
1476,Female,CABA,Testing QA,4.0,2021-2
1477,Male,CABA,UX/UI Design,Initial Programming,2021-2
1478,Male,Buenos Aires Province,FullStack Java,4.0,2020-2
1479,Female,Buenos Aires Province,FullStack Python,Advanced,2022-1
1480,Male,Other Provinces,FullStack Python,Initial Programming,2021-1
1481,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2021-1
1482,Female,Buenos Aires Province,Big Data,4.0,2022-1
1483,Female,CABA,FullStack Java,4.0,2020-2
1484,Female,Buenos Aires Province,Big Data,Initial Programming,2021-2
1485,Other,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1486,Female,CABA,Big Data,4.0,2021-2
1487,Male,Buenos Aires Province,UX/UI Design,4.0,2021-1
1488,Male,CABA,Testing QA,4.0,2021-2
1489,Female,Buenos Aires Province,FullStack PHP,Advanced,2021-2
1490,Male,CABA,FullStack JavaScript / Node.js,4.0,2020-2
1491,Male,CABA,FullStack Java,4.0,2022-1
1492,Female,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
1493,Female,Buenos Aires Province,UX/UI Design,Advanced,2021-1
1494,Female,CABA,FullStack PHP,4.0,2022-1
1495,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
1496,Male,Other Provinces,FullStack Python,Initial Programming,2022-1
1497,Other,Other Provinces,UX/UI Design,4.0,2021-2
1498,Male,CABA,FullStack Java,4.0,2022-1
1499,Male,Other Provinces,FullStack Java,Advanced,2021-2
1500,Female,Buenos Aires Province,FullStack Python,4.0,2021-2
1501,Male,CABA,Testing QA,4.0,2022-1
1502,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
1503,Female,CABA,FullStack Python,4.0,2021-1
1504,Female,CABA,FullStack Java,Advanced,2021-1
1505,Female,CABA,Testing QA,Initial Programming,2021-2
1506,Female,CABA,FullStack Java,Advanced,2020-2
1507,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-2
1508,Male,CABA,FullStack Java,Initial Programming,2021-1
1509,Female,CABA,Testing QA,4.0,2021-1
1510,Male,Buenos Aires Province,UX/UI Design,4.0,2021-1
1511,Female,Other Provinces,FullStack Java,4.0,2021-1
1512,Female,Other Provinces,UX/UI Design,4.0,2022-1
1513,Female,Other Provinces,Big Data,4.0,2021-2
1514,Male,Buenos Aires Province,UX/UI Design,4.0,2022-1
1515,Male,CABA,FullStack PHP,4.0,2021-1
1516,Male,CABA,UX/UI Design,4.0,2022-1
1517,Male,CABA,Big Data,4.0,2021-2
1518,Male,Buenos Aires Province,FullStack PHP,Initial Programming,2021-1
1519,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2020-2
1520,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1521,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2022-1
1522,Female,Other Provinces,Big Data,4.0,2022-1
1523,Female,CABA,FullStack Java,4.0,2021-1
1524,Male,Buenos Aires Province,FullStack PHP,4.0,2021-2
1525,Female,Other Provinces,UX/UI Design,4.0,2022-1
1526,Male,Buenos Aires Province,Testing QA,4.0,2022-1
1527,Male,CABA,FullStack Java,4.0,2020-2
1528,Female,CABA,FullStack Java,4.0,2022-1
1529,Male,Other Provinces,Big Data,4.0,2020-2
1530,Male,Buenos Aires Province,FullStack PHP,4.0,2022-1
1531,Female,Other Provinces,FullStack Python,4.0,2021-1
1532,Female,CABA,Big Data,Advanced,2022-1
1533,Male,CABA,Big Data,4.0,2020-2
1534,Female,Other Provinces,FullStack PHP,Advanced,2020-2
1535,Female,CABA,Big Data,4.0,2022-1
1536,Female,Other Provinces,FullStack Java,4.0,2022-1
1537,Male,CABA,UX/UI Design,4.0,2021-2
1538,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1539,Female,Buenos Aires Province,UX/UI Design,4.0,2021-1
1540,Male,Buenos Aires Province,UX/UI Design,4.0,2021-1
1541,Female,CABA,FullStack Python,Advanced,2020-2
1542,Male,Buenos Aires Province,FullStack Python,4.0,2021-2
1543,Female,Buenos Aires Province,Big Data,4.0,2022-1
1544,Female,Buenos Aires Province,Big Data,4.0,2021-2
1545,Female,Buenos Aires Province,Big Data,Initial Programming,2021-2
1546,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
1547,Female,Other Provinces,UX/UI Design,Initial Programming,2022-1
1548,Male,Buenos Aires Province,Big Data,4.0,2021-1
1549,Female,Other Provinces,FullStack PHP,4.0,2021-1
1550,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1551,Female,CABA,FullStack Python,4.0,2021-2
1552,Female,Other Provinces,UX/UI Design,4.0,2021-2
1553,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1554,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
1555,Male,CABA,FullStack Python,4.0,2021-2
1556,Female,CABA,FullStack PHP,4.0,2021-2
1557,Male,Other Provinces,Big Data,4.0,2020-2
1558,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1559,Male,Buenos Aires Province,FullStack Python,4.0,2022-1
1560,Female,CABA,Testing QA,Initial Programming,2021-1
1561,Female,Other Provinces,FullStack Python,Initial Programming,2022-1
1562,Male,Buenos Aires Province,Big Data,4.0,2020-2
1563,Male,CABA,Testing QA,Initial Programming,2020-2
1564,Female,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
1565,Male,CABA,FullStack Python,4.0,2022-1
1566,Female,Other Provinces,FullStack PHP,4.0,2021-1
1567,Female,Buenos Aires Province,FullStack Python,Initial Programming,2021-2
1568,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1569,Female,CABA,FullStack Python,4.0,2020-2
1570,Female,Other Provinces,Big Data,Advanced,2021-2
1571,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1572,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
1573,Female,CABA,Testing QA,4.0,2022-1
1574,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1575,Male,Buenos Aires Province,FullStack Python,4.0,2022-1
1576,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
1577,Female,Buenos Aires Province,Big Data,Initial Programming,2021-2
1578,Female,Other Provinces,FullStack Java,4.0,2021-2
1579,Female,Buenos Aires Province,Testing QA,4.0,2021-1
1580,Other,CABA,FullStack PHP,4.0,2021-1
1581,Male,Other Provinces,FullStack PHP,4.0,2021-2
1582,Female,CABA,FullStack Python,4.0,2020-2
1583,Male,Other Provinces,FullStack Java,4.0,2020-2
1584,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2021-2
1585,Male,CABA,UX/UI Design,Advanced,2021-2
1586,Male,Buenos Aires Province,Big Data,4.0,2021-1
1587,Male,Other Provinces,FullStack PHP,Advanced,2020-2
1588,Female,CABA,FullStack JavaScript / Node.js,4.0,2020-2
1589,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
1590,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-1
1591,Male,Buenos Aires Province,FullStack Java,Initial Programming,2021-1
1592,Female,CABA,Testing QA,4.0,2021-1
1593,Male,Other Provinces,FullStack Python,4.0,2020-2
1594,Male,CABA,Testing QA,4.0,2022-1
1595,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-1
1596,Female,CABA,FullStack PHP,4.0,2021-2
1597,Female,CABA,Big Data,4.0,2021-1
1598,Female,Buenos Aires Province,UX/UI Design,Advanced,2022-1
1599,Male,Other Provinces,Testing QA,4.0,2020-2
1600,Other,CABA,FullStack Python,4.0,2021-1
1601,Male,CABA,UX/UI Design,4.0,2022-1
1602,Female,CABA,FullStack Java,4.0,2021-1
1603,Other,CABA,FullStack JavaScript / Node.js,4.0,2022-1
1604,Male,Buenos Aires Province,Big Data,4.0,2021-2
1605,Male,CABA,FullStack Python,4.0,2021-2
1606,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-2
1607,Male,Buenos Aires Province,FullStack Java,Initial Programming,2021-1
1608,Male,CABA,FullStack Python,4.0,2020-2
1609,Female,Other Provinces,FullStack Python,4.0,2022-1
1610,Female,CABA,UX/UI Design,Advanced,2021-1
1611,Female,Buenos Aires Province,Big Data,4.0,2021-2
1612,Male,Buenos Aires Province,Big Data,Initial Programming,2021-1
1613,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2020-2
1614,Female,Other Provinces,FullStack Java,4.0,2021-2
1615,Male,CABA,Big Data,4.0,2020-2
1616,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2020-2
1617,Male,Buenos Aires Province,Big Data,4.0,2021-1
1618,Female,CABA,FullStack JavaScript / Node.js,Advanced,2020-2
1619,Male,CABA,Testing QA,Advanced,2021-2
1620,Male,Other Provinces,Testing QA,4.0,2021-2
1621,Male,Other Provinces,Testing QA,4.0,2021-1
1622,Male,CABA,Testing QA,4.0,2022-1
1623,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
1624,Male,Buenos Aires Province,FullStack Python,4.0,2021-2
1625,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
1626,Male,Buenos Aires Province,FullStack PHP,Advanced,2021-2
1627,Female,Buenos Aires Province,FullStack Python,Advanced,2021-1
1628,Female,CABA,Testing QA,4.0,2021-2
1629,Female,CABA,FullStack PHP,4.0,2021-2
1630,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1631,Female,Buenos Aires Province,Testing QA,4.0,2020-2
1632,Female,Buenos Aires Province,FullStack Java,Advanced,2021-2
1633,Male,Buenos Aires Province,Big Data,4.0,2022-1
1634,Female,CABA,FullStack Java,4.0,2022-1
1635,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1636,Male,CABA,FullStack PHP,Initial Programming,2021-2
1637,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
1638,Female,Buenos Aires Province,UX/UI Design,4.0,2021-1
1639,Female,Buenos Aires Province,Big Data,4.0,2021-1
1640,Female,CABA,FullStack Python,4.0,2022-1
1641,Male,CABA,FullStack Python,4.0,2021-1
1642,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1643,Female,Other Provinces,Testing QA,4.0,2021-2
1644,Male,CABA,UX/UI Design,Initial Programming,2021-2
1645,Female,Buenos Aires Province,Big Data,4.0,2020-2
1646,Female,CABA,FullStack Java,Advanced,2022-1
1647,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1648,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1649,Other,Other Provinces,FullStack Java,Advanced,2022-1
1650,Male,CABA,Big Data,Advanced,2021-1
1651,Female,CABA,UX/UI Design,Initial Programming,2020-2
1652,Female,CABA,FullStack Java,4.0,2021-2
1653,Male,Buenos Aires Province,FullStack PHP,Advanced,2020-2
1654,Male,CABA,Testing QA,Initial Programming,2020-2
1655,Male,Other Provinces,UX/UI Design,4.0,2022-1
1656,Male,CABA,FullStack PHP,Initial Programming,2020-2
1657,Male,Buenos Aires Province,FullStack PHP,4.0,2022-1
1658,Female,CABA,FullStack PHP,4.0,2021-2
1659,Male,CABA,Testing QA,Advanced,2021-2
1660,Female,CABA,Big Data,4.0,2021-1
1661,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-2
1662,Female,Buenos Aires Province,Big Data,Initial Programming,2021-2
1663,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2022-1
1664,Female,Other Provinces,UX/UI Design,4.0,2021-1
1665,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1666,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
1667,Female,Buenos Aires Province,FullStack PHP,4.0,2021-1
1668,Male,Buenos Aires Province,Testing QA,4.0,2021-1
1669,Male,Other Provinces,Big Data,4.0,2021-1
1670,Female,CABA,FullStack PHP,4.0,2022-1
1671,Male,CABA,Big Data,4.0,2022-1
1672,Female,CABA,Big Data,Advanced,2021-1
1673,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
1674,Female,Buenos Aires Province,FullStack PHP,4.0,2021-1
1675,Male,CABA,Testing QA,4.0,2021-2
1676,Male,Buenos Aires Province,FullStack Python,Advanced,2020-2
1677,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
1678,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1679,Male,Buenos Aires Province,FullStack Python,4.0,2021-1
1680,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1681,Female,CABA,FullStack PHP,Advanced,2021-2
1682,Male,Buenos Aires Province,FullStack Java,4.0,2022-1
1683,Female,Buenos Aires Province,FullStack Java,Initial Programming,2020-2
1684,Female,Buenos Aires Province,Big Data,4.0,2022-1
1685,Female,Buenos Aires Province,Testing QA,4.0,2021-1
1686,Male,CABA,FullStack Python,4.0,2021-1
1687,Female,CABA,FullStack PHP,4.0,2021-2
1688,Female,CABA,Big Data,4.0,2021-2
1689,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1690,Male,CABA,FullStack PHP,4.0,2020-2
1691,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
1692,Female,Other Provinces,Testing QA,4.0,2021-1
1693,Female,Other Provinces,FullStack PHP,4.0,2021-1
1694,Female,Other Provinces,Big Data,4.0,2021-2
1695,Female,Other Provinces,FullStack PHP,Advanced,2022-1
1696,Male,Buenos Aires Province,Testing QA,4.0,2022-1
1697,Female,CABA,FullStack Python,Initial Programming,2020-2
1698,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
1699,Male,Other Provinces,FullStack Python,4.0,2020-2
1700,Other,Other Provinces,FullStack Python,4.0,2021-1
1701,Male,CABA,FullStack PHP,4.0,2021-2
1702,Female,Buenos Aires Province,FullStack PHP,4.0,2020-2
1703,Male,CABA,Big Data,Initial Programming,2022-1
1704,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1705,Female,Buenos Aires Province,Testing QA,4.0,2020-2
1706,Male,Buenos Aires Province,UX/UI Design,4.0,2021-1
1707,Male,Other Provinces,UX/UI Design,4.0,2021-1
1708,Female,CABA,Testing QA,4.0,2021-1
1709,Male,CABA,UX/UI Design,4.0,2020-2
1710,Male,Other Provinces,FullStack Python,4.0,2021-1
1711,Female,CABA,FullStack PHP,Initial Programming,2021-1
1712,Male,CABA,FullStack Python,4.0,2021-2
1713,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
1714,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
1715,Male,Other Provinces,FullStack Python,Advanced,2022-1
1716,Male,Buenos Aires Province,FullStack PHP,Advanced,2021-2
1717,Male,CABA,UX/UI Design,4.0,2020-2
1718,Other,Other Provinces,Testing QA,4.0,2021-2
1719,Female,Buenos Aires Province,UX/UI Design,Advanced,2022-1
1720,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
1721,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2022-1
1722,Male,Other Provinces,FullStack PHP,4.0,2022-1
1723,Male,CABA,FullStack Java,Initial Programming,2021-1
1724,Male,Buenos Aires Province,Big Data,Advanced,2021-2
1725,Female,CABA,FullStack JavaScript / Node.js,4.0,2022-1
1726,Female,CABA,Big Data,Initial Programming,2021-2
1727,Male,CABA,FullStack Python,4.0,2020-2
1728,Female,Buenos Aires Province,FullStack PHP,4.0,2021-1
1729,Male,Buenos Aires Province,Big Data,Initial Programming,2021-2
1730,Female,Buenos Aires Province,FullStack Python,Advanced,2020-2
1731,Male,CABA,FullStack Python,4.0,2021-2
1732,Male,Buenos Aires Province,FullStack PHP,4.0,2020-2
1733,Male,Buenos Aires Province,FullStack Java,4.0,2021-1
1734,Other,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
1735,Female,CABA,FullStack Java,4.0,2021-2
1736,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2020-2
1737,Female,CABA,FullStack PHP,4.0,2020-2
1738,Male,Buenos Aires Province,Big Data,4.0,2021-1
1739,Female,CABA,FullStack Python,4.0,2021-1
1740,Female,Buenos Aires Province,Testing QA,4.0,2022-1
1741,Male,CABA,FullStack Python,4.0,2021-2
1742,Male,CABA,FullStack PHP,4.0,2022-1
1743,Female,Buenos Aires Province,FullStack PHP,Advanced,2021-1
1744,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-1
1745,Male,Other Provinces,Testing QA,Advanced,2021-2
1746,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1747,Female,CABA,FullStack Python,4.0,2022-1
1748,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
1749,Male,Buenos Aires Province,FullStack Python,4.0,2021-1
1750,Female,Other Provinces,FullStack Python,Advanced,2022-1
1751,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
1752,Female,Buenos Aires Province,Big Data,4.0,2022-1
1753,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1754,Male,CABA,Testing QA,4.0,2020-2
1755,Female,CABA,Testing QA,4.0,2022-1
1756,Male,CABA,FullStack JavaScript / Node.js,4.0,2022-1
1757,Male,Other Provinces,Testing QA,Initial Programming,2021-1
1758,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1759,Male,Other Provinces,Big Data,4.0,2021-2
1760,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1761,Female,CABA,FullStack PHP,4.0,2022-1
1762,Male,CABA,FullStack Python,Advanced,2021-1
1763,Female,Buenos Aires Province,FullStack PHP,4.0,2020-2
1764,Male,Buenos Aires Province,Big Data,Initial Programming,2022-1
1765,Female,CABA,FullStack PHP,4.0,2020-2
1766,Female,Buenos Aires Province,Big Data,Initial Programming,2020-2
1767,Male,Buenos Aires Province,FullStack Python,Initial Programming,2022-1
1768,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
1769,Female,CABA,FullStack Java,4.0,2021-2
1770,Male,Buenos Aires Province,FullStack Java,4.0,2021-1
1771,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1772,Male,CABA,FullStack JavaScript / Node.js,Initial Programming,2021-1
1773,Male,Other Provinces,FullStack Python,Initial Programming,2021-1
1774,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1775,Female,CABA,FullStack JavaScript / Node.js,4.0,2020-2
1776,Other,CABA,FullStack Python,4.0,2021-1
1777,Female,CABA,FullStack JavaScript / Node.js,Initial Programming,2021-2
1778,Female,Buenos Aires Province,FullStack PHP,Advanced,2021-1
1779,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1780,Male,Other Provinces,FullStack Java,4.0,2021-2
1781,Male,Other Provinces,FullStack PHP,4.0,2021-2
1782,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1783,Female,CABA,FullStack Python,4.0,2021-1
1784,Female,CABA,Big Data,4.0,2021-1
1785,Male,Buenos Aires Province,Testing QA,4.0,2022-1
1786,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1787,Other,Buenos Aires Province,FullStack PHP,4.0,2022-1
1788,Female,CABA,UX/UI Design,4.0,2021-1
1789,Female,Other Provinces,UX/UI Design,4.0,2021-1
1790,Female,Other Provinces,FullStack Java,Advanced,2020-2
1791,Male,CABA,FullStack PHP,4.0,2022-1
1792,Female,Buenos Aires Province,FullStack Java,Initial Programming,2020-2
1793,Female,Buenos Aires Province,Testing QA,Advanced,2022-1
1794,Male,Buenos Aires Province,Testing QA,4.0,2021-2
1795,Male,Other Provinces,Testing QA,Advanced,2021-1
1796,Male,Other Provinces,Testing QA,4.0,2021-2
1797,Male,Other Provinces,FullStack PHP,4.0,2022-1
1798,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
1799,Male,Buenos Aires Province,FullStack Java,Advanced,2021-1
1800,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2021-2
1801,Male,CABA,FullStack PHP,4.0,2021-1
1802,Female,CABA,FullStack Python,4.0,2020-2
1803,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1804,Male,CABA,FullStack Java,4.0,2021-2
1805,Male,CABA,FullStack Java,Advanced,2020-2
1806,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1807,Other,Buenos Aires Province,FullStack Java,4.0,2020-2
1808,Other,Other Provinces,Testing QA,Initial Programming,2022-1
1809,Other,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-1
1810,Female,Other Provinces,Testing QA,4.0,2020-2
1811,Female,CABA,FullStack Python,Advanced,2021-1
1812,Male,CABA,Testing QA,4.0,2021-1
1813,Female,Other Provinces,Big Data,Initial Programming,2020-2
1814,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
1815,Male,CABA,Testing QA,4.0,2021-1
1816,Male,Buenos Aires Province,FullStack Java,Advanced,2021-2
1817,Male,CABA,FullStack PHP,Initial Programming,2021-2
1818,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
1819,Male,Buenos Aires Province,Big Data,4.0,2021-1
1820,Male,Buenos Aires Province,FullStack Python,4.0,2021-2
1821,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1822,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
1823,Female,Buenos Aires Province,Big Data,4.0,2021-2
1824,Female,Other Provinces,Big Data,4.0,2022-1
1825,Female,Other Provinces,UX/UI Design,4.0,2020-2
1826,Female,Buenos Aires Province,Big Data,4.0,2021-1
1827,Male,CABA,FullStack Java,4.0,2022-1
1828,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1829,Male,Buenos Aires Province,Testing QA,4.0,2021-1
1830,Male,Buenos Aires Province,FullStack Java,4.0,2020-2
1831,Female,CABA,FullStack Java,4.0,2021-1
1832,Male,Buenos Aires Province,Testing QA,4.0,2021-1
1833,Female,CABA,FullStack Java,4.0,2021-2
1834,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-2
1835,Male,CABA,FullStack Python,4.0,2022-1
1836,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
1837,Male,Buenos Aires Province,UX/UI Design,4.0,2021-1
1838,Other,Buenos Aires Province,FullStack Python,4.0,2021-2
1839,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1840,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1841,Female,CABA,Big Data,4.0,2021-1
1842,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1843,Male,Buenos Aires Province,Big Data,4.0,2021-2
1844,Male,Buenos Aires Province,Testing QA,4.0,2020-2
