respondent_id,graduate_id,age_group,highest_education_level,programming_level_before,programming_level_after,employment_before,employment_after,employment_type_before,employment_type_after,it_before,it_after,programmer_after,continued_studying,post_training_study_type,course,cohort,improved_job_profile,interested_job_opportunities
680,1181,Under 25,Secondary Complete,Trainee,Junior,Employed,Employed,Self-employed,Self-employed,True,True,True,True,Free University Education;Free Quarterly Course,FullStack JavaScript / Node.js,2022-1,Neutral,False
681,160,25-34,Secondary Incomplete,No Programming Knowledge,Junior,Employed,Employed,Informal Worker,Informal Worker,False,False,False,False,,FullStack Python,2022-1,A Lot,False
682,2211,35-44,University Complete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Employed,Own Business,Own Business,False,False,False,False,,FullStack JavaScript / Node.js,2020-2,Quite a Bit,False
683,1660,25-34,Tertiary Incomplete,Junior,Junior,Employed,Unemployed and Not Looking for Work,Informal Worker,Own Business,False,False,False,True,Paid Annual Course;Free Quarterly Course;Paid Quarterly Course,Big Data,2021-1,A Little,True
684,1439,Under 25,Tertiary Incomplete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Informal Worker,False,False,False,True,Free Annual Course;Paid Quarterly Course;Paid Annual Course,Big Data,2021-2,Neutral,False
685,1179,45+,Tertiary Complete,No Programming Knowledge,Junior,Retired,Retired,Self-employed,Self-employed,False,False,False,True,Other;Paid Quarterly Course,FullStack Java,2020-2,Neutral,False
686,1273,Under 25,University Incomplete,Junior,Junior,Employed,Unemployed and Not Looking for Work,Self-employed,Employee,True,False,False,False,,FullStack PHP,2022-1,A Little,False
687,1530,Under 25,Tertiary Complete,Junior,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Self-employed,False,False,False,True,Paid Quarterly Course,FullStack PHP,2022-1,Not at All,False
688,1254,35-44,University Complete,No Programming Knowledge,Junior,Employed,Employed,Self-employed,Employee,False,True,True,True,Free Tertiary Education,FullStack PHP,2021-2,Quite a Bit,True
689,2329,25-34,Tertiary Complete,No Programming Knowledge,Junior,Unemployed and Not Looking for Work,Employed,Employee,Employee,False,True,True,True,Paid University Education,Testing QA,2021-1,Neutral,False
690,856,25-34,Secondary Complete,Trainee,Trainee,Employed,Employed,Self-employed,Employee,False,True,False,True,Free Tertiary Education;Paid Tertiary Education;Free Annual Course,FullStack PHP,2022-1,A Lot,False
691,2840,35-44,Secondary Complete,Trainee,Junior,Employed,Employed,Employee,Own Business,False,True,True,False,,FullStack JavaScript / Node.js,2020-2,Not at All,True
692,396,25-34,University Complete,Senior,Senior,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Self-employed,Informal Worker,False,False,False,False,,FullStack Java,2020-2,A Lot,False
693,2646,25-34,Tertiary Incomplete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Self-employed,Own Business,False,False,False,True,Paid University Education,FullStack Python,2020-2,A Little,True
694,1990,25-34,University Complete,Junior,Senior,Employed,Employed,Self-employed,Self-employed,False,False,False,False,,FullStack JavaScript / Node.js,2020-2,Neutral,True
695,2268,45+,Secondary Complete,No Programming Knowledge,Junior,Employed,Employed,Own Business,Informal Worker,True,False,False,True,Free Annual Course,FullStack JavaScript / Node.js,2021-1,Neutral,True
696,1449,35-44,Tertiary Complete,Junior,Trainee,Employed,Employed,Employee,Self-employed,True,False,False,True,Free Annual Course;Free Quarterly Course,UX/UI Design,2022-1,Not at All,False
697,966,25-34,University Complete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Informal Worker,True,False,False,True,Free University Education,FullStack PHP,2020-2,Quite a Bit,False
698,1891,35-44,Postgraduate Complete,Trainee,Trainee,Employed,Employed,Informal Worker,Own Business,True,False,False,False,,FullStack Java,2020-2,Quite a Bit,False
699,2685,Under 25,University Incomplete,Semi Senior,Semi Senior,Employed,Employed,Self-employed,Employee,False,False,False,True,Paid University Education;Other;Paid Tertiary Education,Testing QA,2021-1,A Lot,True
700,1537,Under 25,Postgraduate Incomplete,Trainee,Trainee,Unemployed and Not Looking for Work,Employed,Self-employed,Own Business,False,False,False,False,,UX/UI Design,2021-2,A Lot,True
701,1796,35-44,Secondary Incomplete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Informal Worker,Informal Worker,False,False,False,True,Free Quarterly Course;Paid Annual Course;Free Tertiary Education,Testing QA,2021-2,A Little,True
702,971,45+,Postgraduate Complete,Trainee,Junior,Employed,Employed,Own Business,Self-employed,False,True,False,False,,Big Data,2021-2,Neutral,True
703,1671,35-44,Secondary Complete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Employee,True,False,False,False,,Big Data,2022-1,A Little,True
704,1199,25-34,University Complete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Self-employed,False,False,False,False,,Big Data,2020-2,Quite a Bit,True
705,1037,35-44,Postgraduate Incomplete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Employed,Employee,Self-employed,False,False,False,False,,Big Data,2020-2,A Lot,True
706,2124,Under 25,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Employee,False,False,False,False,,UX/UI Design,2022-1,Neutral,True
707,2006,25-34,Tertiary Incomplete,Trainee,Junior,Employed,Employed,Own Business,Informal Worker,False,True,True,True,Paid Annual Course,UX/UI Design,2021-1,A Little,False
708,1741,35-44,Secondary Complete,Trainee,Trainee,Employed,Employed,Informal Worker,Own Business,False,True,False,False,,FullStack Python,2021-2,Neutral,False
709,825,Under 25,University Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Informal Worker,False,False,False,False,,FullStack PHP,2022-1,Quite a Bit,True
710,2265,25-34,Secondary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Informal Worker,False,True,True,True,Free University Education;Paid Annual Course;Paid Tertiary Education,FullStack Python,2022-1,A Little,False
711,1423,Under 25,Tertiary Complete,Junior,Semi Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Self-employed,False,False,False,True,Paid Tertiary Education;Paid University Education;Other,UX/UI Design,2020-2,A Lot,True
712,367,25-34,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Informal Worker,True,True,True,True,Free Tertiary Education;Free University Education;Paid Tertiary Education,Big Data,2021-2,A Lot,True
713,876,45+,University Complete,Trainee,Junior,Employed,Unemployed and Looking for Work,Own Business,Own Business,False,False,False,True,Paid Tertiary Education,FullStack Python,2021-1,A Lot,True
714,1746,25-34,University Incomplete,Trainee,Semi Senior,Employed,Employed,Informal Worker,Self-employed,True,True,True,True,Free University Education;Free Annual Course,FullStack Java,2021-2,Quite a Bit,False
715,2628,35-44,Tertiary Complete,Trainee,Trainee,Employed,Employed,Self-employed,Informal Worker,True,False,False,False,,UX/UI Design,2022-1,A Little,True
716,238,Under 25,Secondary Complete,No Programming Knowledge,Junior,Employed,Employed,Employee,Own Business,False,False,False,False,,FullStack PHP,2022-1,Quite a Bit,False
717,1951,25-34,Tertiary Incomplete,Semi Senior,Semi Senior,Employed,Employed,Own Business,Employee,True,False,False,True,Other;Free Tertiary Education,FullStack JavaScript / Node.js,2022-1,A Little,False
718,2067,Under 25,Secondary Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Informal Worker,False,False,False,True,Paid Quarterly Course;Paid University Education;Paid Annual Course,FullStack PHP,2020-2,A Lot,True
719,952,35-44,University Incomplete,Junior,Junior,Unemployed and Looking for Work,Employed,Own Business,Own Business,False,True,True,True,Paid Annual Course;Paid Tertiary Education;Paid University Education,FullStack JavaScript / Node.js,2022-1,Quite a Bit,False
720,2222,25-34,University Incomplete,Semi Senior,Semi Senior,Employed,Employed,Employee,Informal Worker,False,True,False,True,Paid Annual Course;Free University Education,UX/UI Design,2022-1,A Little,False
721,386,Under 25,University Incomplete,Junior,Junior,Employed,Employed,Informal Worker,Own Business,False,False,False,True,Paid Annual Course;Free Tertiary Education,Big Data,2022-1,Quite a Bit,False
722,18,35-44,University Complete,Semi Senior,Semi Senior,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Employee,Informal Worker,False,False,False,True,Free Tertiary Education,Big Data,2022-1,Neutral,True
723,2734,Under 25,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Own Business,False,True,True,False,,UX/UI Design,2020-2,Neutral,False
724,116,25-34,University Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Own Business,False,False,False,True,Paid Tertiary Education;Free Quarterly Course,Testing QA,2021-1,A Little,True
725,441,25-34,University Complete,No Programming Knowledge,Junior,Employed,Employed,Employee,Self-employed,True,False,False,False,,FullStack PHP,2021-2,Quite a Bit,True
726,2796,35-44,Tertiary Incomplete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Employed,Own Business,Self-employed,False,True,True,True,Paid University Education;Paid Quarterly Course,FullStack JavaScript / Node.js,2021-1,Not at All,True
727,1062,25-34,Tertiary Complete,Junior,Semi Senior,Employed,Employed,Own Business,Employee,False,False,False,True,Free University Education;Free Quarterly Course;Paid University Education,FullStack Python,2022-1,A Lot,True
728,1820,25-34,Tertiary Complete,Semi Senior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Employee,False,False,False,True,Free University Education,FullStack Python,2021-2,Quite a Bit,True
729,2802,25-34,Tertiary Complete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Self-employed,False,False,False,True,Paid Annual Course;Free University Education,FullStack PHP,2021-1,A Little,True
730,2921,Under 25,Secondary Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Self-employed,False,False,False,False,,FullStack Python,2020-2,Neutral,True
731,2463,35-44,Postgraduate Complete,No Programming Knowledge,Junior,Employed,Employed,Own Business,Informal Worker,True,True,True,True,Paid University Education,Testing QA,2021-1,Not at All,True
732,651,25-34,University Incomplete,No Programming Knowledge,Semi Senior,Employed,Employed,Employee,Employee,False,False,False,True,Free Tertiary Education,FullStack PHP,2022-1,Not at All,False
733,2552,Under 25,University Incomplete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Self-employed,False,False,False,True,Free University Education,UX/UI Design,2021-1,Not at All,True
734,2756,Under 25,University Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Own Business,Own Business,False,False,False,False,,FullStack PHP,2020-2,Not at All,True
735,373,35-44,Postgraduate Incomplete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Employee,Employee,False,False,False,True,Free Annual Course;Paid Tertiary Education,Big Data,2020-2,Neutral,False
736,2919,25-34,Tertiary Complete,No Programming Knowledge,Junior,Employed,Employed,Informal Worker,Own Business,False,True,False,False,,FullStack JavaScript / Node.js,2021-1,Not at All,False
737,334,Under 25,Tertiary Complete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Employee,True,False,False,False,,Big Data,2022-1,A Lot,False
738,932,Under 25,Secondary Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Own Business,Own Business,False,True,False,False,,FullStack JavaScript / Node.js,2022-1,Neutral,False
739,2035,25-34,Postgraduate Incomplete,No Programming Knowledge,Junior,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Self-employed,Self-employed,False,False,False,True,Free Annual Course;Other;Free Quarterly Course,Testing QA,2022-1,Quite a Bit,True
740,197,Under 25,University Incomplete,Semi Senior,Senior,Employed,Employed,Employee,Own Business,True,True,True,True,Free Tertiary Education;Paid University Education,FullStack JavaScript / Node.js,2022-1,Neutral,True
741,580,Under 25,Tertiary Complete,Trainee,Semi Senior,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,False,False,True,Free University Education;Paid University Education,FullStack PHP,2020-2,Not at All,True
742,17,Under 25,University Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Employed,Own Business,Informal Worker,False,True,True,True,Paid Annual Course;Free Quarterly Course;Paid Quarterly Course,Big Data,2022-1,Neutral,False
743,926,25-34,Tertiary Incomplete,Trainee,Trainee,Employed,Employed,Own Business,Informal Worker,True,True,False,False,,FullStack JavaScript / Node.js,2021-2,A Little,True
744,2280,45+,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,True,Paid Tertiary Education,UX/UI Design,2021-1,A Lot,True
745,1363,35-44,Tertiary Incomplete,Trainee,Junior,Employed,Employed,Informal Worker,Self-employed,False,False,False,True,Paid University Education,FullStack Python,2022-1,A Lot,True
746,2507,45+,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Employee,Own Business,False,True,False,True,Free University Education,FullStack JavaScript / Node.js,2022-1,Quite a Bit,True
747,2943,Under 25,University Incomplete,No Programming Knowledge,Junior,Unemployed and Not Looking for Work,Employed,Employee,Employee,False,False,False,True,Other,UX/UI Design,2020-2,Quite a Bit,True
748,565,35-44,Tertiary Complete,Junior,Senior,Employed,Employed,Self-employed,Employee,False,True,True,False,,UX/UI Design,2021-2,Quite a Bit,False
749,1801,35-44,University Incomplete,Junior,Junior,Employed,Employed,Self-employed,Informal Worker,False,True,False,False,,FullStack PHP,2021-1,A Little,False
750,1798,25-34,University Complete,Trainee,Trainee,Employed,Unemployed and Looking for Work,Informal Worker,Employee,False,False,False,True,Free University Education;Paid University Education,FullStack Python,2020-2,A Lot,False
751,1208,35-44,University Incomplete,Senior,Senior,Employed,Employed,Employee,Own Business,False,True,False,True,Paid Annual Course;Other,Big Data,2020-2,A Little,True
752,1575,25-34,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Employed,Own Business,Self-employed,False,True,True,False,,FullStack Python,2022-1,A Little,True
753,2318,25-34,Tertiary Incomplete,Junior,Junior,Employed,Employed,Own Business,Informal Worker,False,True,False,False,,UX/UI Design,2021-1,Not at All,True
754,2535,35-44,University Incomplete,Junior,Trainee,Employed,Employed,Own Business,Employee,True,True,False,True,Paid Quarterly Course,Testing QA,2021-1,A Little,False
755,292,Under 25,Secondary Complete,Semi Senior,Semi Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Own Business,False,False,False,False,,FullStack PHP,2021-2,Quite a Bit,True
756,806,Under 25,Tertiary Complete,Trainee,Junior,Retired,Retired,Informal Worker,Own Business,False,False,False,True,Paid Tertiary Education;Free Tertiary Education,FullStack JavaScript / Node.js,2021-1,A Lot,True
757,873,25-34,Secondary Incomplete,Junior,Junior,Unemployed and Looking for Work,Employed,Own Business,Informal Worker,False,False,False,True,Free Quarterly Course;Paid Annual Course;Free Tertiary Education,UX/UI Design,2021-2,A Little,True
758,809,25-34,University Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Self-employed,Own Business,False,False,False,False,,FullStack Java,2021-2,A Little,True
759,1474,25-34,University Complete,No Programming Knowledge,Junior,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Own Business,Self-employed,False,False,False,True,Paid University Education;Free Quarterly Course,FullStack Java,2021-1,Quite a Bit,True
760,2824,25-34,Postgraduate Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Informal Worker,Employee,False,False,False,True,Free Quarterly Course,FullStack PHP,2021-2,A Lot,True
761,1752,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Employee,False,False,False,True,Paid Annual Course,Big Data,2022-1,A Little,True
762,2378,25-34,University Incomplete,Junior,Senior,Employed,Employed,Informal Worker,Self-employed,False,False,False,True,Free Tertiary Education;Paid Annual Course,FullStack JavaScript / Node.js,2020-2,A Lot,True
763,1102,35-44,Secondary Complete,Junior,Junior,Employed,Employed,Informal Worker,Informal Worker,True,True,True,False,,FullStack Python,2022-1,Neutral,False
764,1668,25-34,University Complete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,True,False,False,,Testing QA,2021-1,A Lot,True
765,1759,25-34,Tertiary Incomplete,Junior,Senior,Unemployed and Looking for Work,Employed,Own Business,Own Business,False,False,False,True,Free Annual Course;Paid Tertiary Education,Big Data,2021-2,Neutral,True
766,1388,Under 25,Secondary Incomplete,Junior,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Own Business,False,True,False,False,,Testing QA,2021-2,Not at All,False
767,408,45+,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Informal Worker,False,False,False,True,Paid University Education;Free Annual Course;Free Tertiary Education,FullStack Python,2022-1,A Little,False
768,2730,25-34,Secondary Incomplete,No Programming Knowledge,Junior,Employed,Employed,Self-employed,Employee,False,False,False,True,Paid Quarterly Course;Free University Education,FullStack JavaScript / Node.js,2021-1,Quite a Bit,True
769,1944,Under 25,University Incomplete,Semi Senior,Semi Senior,Employed,Employed,Employee,Employee,False,True,True,False,,UX/UI Design,2021-1,A Little,True
770,626,25-34,Secondary Complete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Employee,False,True,False,True,Free University Education;Other,FullStack PHP,2020-2,Quite a Bit,True
771,1201,35-44,Secondary Complete,Trainee,Junior,Employed,Unemployed and Looking for Work,Informal Worker,Informal Worker,True,False,False,False,,Big Data,2022-1,A Little,False
772,1270,35-44,Tertiary Incomplete,Junior,Junior,Unemployed and Looking for Work,Employed,Employee,Own Business,False,False,False,True,Other,FullStack JavaScript / Node.js,2022-1,A Lot,True
773,1814,25-34,University Incomplete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Own Business,False,True,True,False,,FullStack Java,2020-2,A Lot,True
774,2443,35-44,Secondary Incomplete,Trainee,Junior,Employed,Retired,Employee,Self-employed,False,False,False,False,,FullStack Java,2021-2,A Lot,False
775,842,Under 25,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Informal Worker,False,False,False,True,Free Tertiary Education,Testing QA,2021-2,Neutral,True
776,2115,Under 25,University Incomplete,Trainee,Semi Senior,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Self-employed,Own Business,False,False,False,False,,FullStack Python,2021-2,A Lot,True
777,1174,45+,Secondary Complete,No Programming Knowledge,Trainee,Employed,Unemployed and Looking for Work,Informal Worker,Self-employed,False,False,False,False,,Testing QA,2022-1,Quite a Bit,False
778,2118,35-44,University Complete,Trainee,Trainee,Employed,Employed,Own Business,Own Business,False,False,False,True,Paid Quarterly Course;Free Annual Course;Paid University Education,FullStack PHP,2021-1,Quite a Bit,False
779,2085,25-34,University Complete,No Programming Knowledge,Trainee,Employed,Unemployed and Looking for Work,Own Business,Own Business,True,False,False,True,Paid Annual Course;Paid Tertiary Education,FullStack Java,2020-2,A Lot,False
780,2082,25-34,University Incomplete,Trainee,Trainee,Employed,Employed,Employee,Self-employed,False,True,False,False,,UX/UI Design,2021-2,Quite a Bit,True
781,1045,Under 25,Tertiary Incomplete,Junior,Junior,Employed,Employed,Self-employed,Own Business,False,True,True,True,Free Quarterly Course;Paid Quarterly Course,UX/UI Design,2020-2,Quite a Bit,True
782,2664,Under 25,University Incomplete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Employee,False,False,False,True,Free Tertiary Education;Free Annual Course,UX/UI Design,2020-2,Neutral,True
783,2054,45+,University Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Self-employed,Own Business,False,True,True,True,Paid Quarterly Course,FullStack PHP,2022-1,Quite a Bit,True
784,2360,25-34,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Unemployed and Not Looking for Work,Self-employed,Self-employed,True,False,False,True,Other,FullStack PHP,2021-1,Not at All,True
785,2031,45+,Postgraduate Incomplete,Junior,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Own Business,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,Neutral,False
786,582,25-34,Tertiary Complete,Trainee,Trainee,Unemployed and Not Looking for Work,Retired,Informal Worker,Own Business,False,False,False,True,Free Quarterly Course;Free Annual Course;Paid Quarterly Course,FullStack JavaScript / Node.js,2021-1,A Little,True
787,198,25-34,Secondary Complete,Semi Senior,Junior,Employed,Employed,Informal Worker,Informal Worker,True,True,False,True,Paid University Education;Free University Education,FullStack PHP,2021-1,A Lot,True
788,2965,Under 25,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Own Business,False,False,False,True,Paid Annual Course;Paid Quarterly Course;Other,UX/UI Design,2021-1,Quite a Bit,True
789,616,35-44,Tertiary Complete,No Programming Knowledge,Junior,Employed,Employed,Self-employed,Informal Worker,False,False,False,True,Free Tertiary Education,UX/UI Design,2021-2,A Lot,True
790,481,35-44,Secondary Incomplete,Junior,Junior,Employed,Unemployed and Looking for Work,Informal Worker,Informal Worker,False,False,False,True,Paid Annual Course,FullStack Java,2020-2,Quite a Bit,False
791,1542,35-44,Tertiary Complete,Semi Senior,Semi Senior,Retired,Retired,Informal Worker,Employee,False,False,False,True,Free Annual Course,FullStack Python,2021-2,Neutral,True
792,305,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Employee,False,True,True,True,Free Annual Course,Big Data,2020-2,Quite a Bit,True
793,2869,25-34,Secondary Complete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Informal Worker,Informal Worker,False,False,False,True,Free Quarterly Course;Free Tertiary Education;Paid Quarterly Course,Big Data,2021-1,Quite a Bit,True
794,2808,25-34,University Complete,Junior,Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,True,Other,UX/UI Design,2021-1,Neutral,False
795,173,35-44,Postgraduate Complete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Employee,Own Business,False,False,False,True,Paid Annual Course;Free Tertiary Education;Paid University Education,FullStack Python,2022-1,A Lot,False
796,360,35-44,University Complete,Junior,Semi Senior,Employed,Employed,Informal Worker,Own Business,False,True,True,False,,FullStack PHP,2021-1,Quite a Bit,False
797,555,25-34,University Incomplete,No Programming Knowledge,Trainee,Employed,Unemployed and Looking for Work,Own Business,Self-employed,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,Quite a Bit,True
798,2683,35-44,University Complete,Trainee,Junior,Unemployed and Not Looking for Work,Employed,Informal Worker,Own Business,False,True,True,False,,FullStack Java,2020-2,Neutral,True
799,406,Under 25,Secondary Incomplete,Junior,Junior,Employed,Unemployed and Not Looking for Work,Employee,Employee,True,False,False,False,,Big Data,2022-1,A Lot,False
800,1832,35-44,Tertiary Incomplete,Trainee,Trainee,Employed,Employed,Own Business,Employee,True,True,False,True,Paid Quarterly Course;Paid Annual Course;Free Quarterly Course,Testing QA,2021-1,Quite a Bit,True
801,20,25-34,University Incomplete,Trainee,Trainee,Employed,Employed,Own Business,Informal Worker,False,True,False,True,Free Quarterly Course;Paid Tertiary Education,FullStack PHP,2022-1,Not at All,False
802,1781,25-34,Secondary Complete,Junior,Senior,Employed,Employed,Employee,Informal Worker,True,False,False,False,,FullStack PHP,2021-2,Quite a Bit,True
803,877,25-34,Postgraduate Incomplete,Trainee,Junior,Employed,Employed,Own Business,Own Business,True,False,False,False,,UX/UI Design,2021-1,Not at All,True
804,1774,25-34,Secondary Complete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,True,False,False,,FullStack JavaScript / Node.js,2020-2,Quite a Bit,True
805,266,Under 25,University Incomplete,Trainee,Junior,Employed,Employed,Informal Worker,Informal Worker,False,True,True,False,,FullStack PHP,2022-1,Quite a Bit,True
806,2962,25-34,University Incomplete,Trainee,Trainee,Employed,Retired,Own Business,Self-employed,True,False,False,False,,FullStack JavaScript / Node.js,2022-1,Neutral,True
807,1082,35-44,Tertiary Incomplete,Junior,Junior,Employed,Unemployed and Not Looking for Work,Own Business,Own Business,False,False,False,False,,UX/UI Design,2020-2,A Little,True
808,23,Under 25,Secondary Complete,Trainee,Junior,Unemployed and Looking for Work,Employed,Self-employed,Employee,False,False,False,True,Paid Quarterly Course;Paid Tertiary Education,Testing QA,2021-2,A Little,True
809,259,35-44,University Incomplete,Junior,Trainee,Employed,Employed,Self-employed,Own Business,False,True,True,True,Free Quarterly Course;Other;Paid Tertiary Education,FullStack PHP,2022-1,Quite a Bit,True
810,2116,25-34,Secondary Incomplete,Trainee,Semi Senior,Employed,Employed,Self-employed,Informal Worker,True,True,False,True,Paid Annual Course;Free Quarterly Course;Paid University Education,FullStack JavaScript / Node.js,2022-1,A Lot,True
811,690,45+,Tertiary Complete,No Programming Knowledge,Trainee,Employed,Retired,Own Business,Self-employed,True,False,False,True,Free University Education;Paid Tertiary Education;Free Annual Course,FullStack Python,2022-1,Quite a Bit,True
812,2061,35-44,Tertiary Incomplete,Junior,Trainee,Employed,Employed,Employee,Informal Worker,False,True,True,True,Free Annual Course,FullStack Java,2021-1,Quite a Bit,True
813,736,35-44,University Complete,No Programming Knowledge,Junior,Employed,Employed,Self-employed,Employee,False,False,False,False,,Big Data,2020-2,Quite a Bit,True
814,2220,25-34,University Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Own Business,False,False,False,True,Paid University Education,Big Data,2020-2,Neutral,True
815,451,25-34,University Complete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Informal Worker,False,False,False,False,,UX/UI Design,2020-2,Quite a Bit,True
816,1979,Under 25,Secondary Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,False,False,False,,FullStack JavaScript / Node.js,2020-2,Quite a Bit,True
817,1569,Under 25,Secondary Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,False,,FullStack Python,2020-2,Not at All,False
818,2733,25-34,University Complete,Junior,Trainee,Unemployed and Looking for Work,Employed,Employee,Employee,False,True,True,False,,FullStack PHP,2021-2,A Little,False
819,985,25-34,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,False,False,False,,FullStack JavaScript / Node.js,2021-2,Quite a Bit,False
820,71,Under 25,Tertiary Complete,Semi Senior,Semi Senior,Employed,Employed,Informal Worker,Employee,False,True,False,False,,FullStack Java,2022-1,Neutral,True
821,2294,25-34,Tertiary Complete,Junior,Junior,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Informal Worker,Employee,False,False,False,True,Free Quarterly Course;Paid Tertiary Education,FullStack Python,2021-1,A Little,False
822,464,25-34,Tertiary Incomplete,Junior,Semi Senior,Unemployed and Looking for Work,Employed,Self-employed,Own Business,False,True,True,True,Free University Education;Free Tertiary Education,FullStack PHP,2021-1,Quite a Bit,False
823,1333,25-34,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Employee,True,False,False,False,,UX/UI Design,2022-1,Neutral,True
824,2939,25-34,Secondary Incomplete,No Programming Knowledge,Trainee,Employed,Unemployed and Not Looking for Work,Self-employed,Self-employed,False,False,False,True,Free University Education;Free Tertiary Education;Free Quarterly Course,FullStack JavaScript / Node.js,2020-2,Quite a Bit,False
825,2216,25-34,University Incomplete,No Programming Knowledge,Semi Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Own Business,False,False,False,True,Paid Annual Course;Paid Quarterly Course,UX/UI Design,2021-1,Neutral,True
826,2811,35-44,Tertiary Complete,Junior,Junior,Employed,Employed,Informal Worker,Informal Worker,False,True,True,True,Free University Education;Paid University Education;Free Tertiary Education,FullStack Python,2021-1,Neutral,True
827,1292,35-44,Secondary Incomplete,Junior,Semi Senior,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,True,False,False,,FullStack JavaScript / Node.js,2021-2,Neutral,True
